"Product ID [Non Editable]","Variant ID [Non Editable]","Product Type [Non Editable]","Product Page","Product URL","Title","Description","SKU","Option Name 1","Option Value 1","Option Name 2","Option Value 2","Option Name 3","Option Value 3","Option Name 4","Option Value 4","Option Name 5","Option Value 5","Option Name 6","Option Value 6","Price","Sale Price","On Sale","Stock","Categories","Tags","Weight","Length","Width","Height","Visible","Hosted Image URLs"
"","13f4370e-b882-4f0b-91ec-6deb5bee377d","","","","","","SQ9268315","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","22d8470b-4250-4f64-a1c7-f9a7650e5af9","","","","","","SQ3331348","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","077335c8-cbd4-47e0-996b-2b87c0711916","","","","","","SQ5896810","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d842a64f4dd59c05cc88d","3c9fed3f-d83b-471e-9eb6-5da3ea6ceae6","PHYSICAL","shop","crazy-in-love-by-montale","Crazy In Love by Montale","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Wild Rose and Violet Leaves.</span></p><p class=""Default"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Saffron and Brown Sugar.</span></p><p class=""Default"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Amber and Vanilla Bean.</span></p>","SQ6181330","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/montale, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/76e59f96-9e14-4110-b46a-d063e42e2c13/image_Pippit_202506301816+%2835%29.jfif"
"","6b577614-14bb-4d10-a459-990f61b99134","","","","","","SQ3897718","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d4d61cab-7f2c-4c59-aa03-e36eee7400dc","","","","","","SQ5812876","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","873a1efe-3cc2-470f-8fe9-c6b636783ef7","","","","","","SQ2999247","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d842b0a63794fee8bf371","5e5fa0cc-a5ed-44d8-93ec-adad01c46587","PHYSICAL","shop","accento-overdose-by-xerjoff","Accento Overdose by Xerjoff","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Fruity Notes, Green Accord and Aldehydes.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Egyptian Jasmine, Lily-of-the-Valley and Bulgarian Rose.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Eucalyptus and Pine.</span></p>","SQ2042214","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /xerjoff, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/a5290b16-8463-49f8-82da-0149dd7d89e5/image_Pippit_202507021156+-+2025-07-06T114330.813.jpeg"
"","75259b94-3e31-49f3-b8e0-84b0c22df538","","","","","","SQ2815426","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","045665df-5a42-42ed-97dc-aedfafd89e10","","","","","","SQ4247320","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","1f0d4082-b932-4d1e-b663-f7316c7efba3","","","","","","SQ0370819","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d842c64f4dd59c05cc88e","4cdbe4c4-6422-4da6-b290-e708f4f8d48c","PHYSICAL","shop","accento-by-xerjoff","Accento by Xerjoff","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Pineapple and Hyacinth.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Iris, Pink Pepper and Jasmine.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes</span></strong><span>: Musk, Amber, Vetiver, Vanilla and Patchouli.</span></p>","SQ6517437","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /xerjoff, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/fd43162d-4cf2-4669-a9db-aa8d5897fb52/image_Pippit_202506291802+%284%29.jpg"
"","3c5d983b-2307-4546-8b2c-44ff2d99d9cf","","","","","","SQ2519976","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5a9d21a1-1c79-4de4-9533-dd66f7d4decc","","","","","","SQ9095918","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","2275d4c1-5368-4145-bf7c-a07093aede26","","","","","","SQ6268940","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d842e1ef4b52dec08dcdc","b7a80648-0de3-415d-a80c-7d99a99ae31c","PHYSICAL","shop","40-knots-by-xerjoff","40 Knots by Xerjoff","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Fragrance Notes: </span></strong><span>Woody Notes, Cedar, Salt, Sea Water and Green Notes.</span></p>","SQ9881356","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /xerjoff, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/18ac3b71-4cda-426e-b379-ca30e9ce220c/image_Pippit_202507021156+-+2025-07-05T173034.048.jpeg"
"","3739caa9-3973-4639-a8d8-54d639431699","","","","","","SQ2332219","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","bcf063a5-9db6-47a1-bb16-5322d8c1419d","","","","","","SQ5940970","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","be43ce5b-c63d-41bc-8b21-f28679d9a4cc","","","","","","SQ7081191","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d842f0a63794fee8bf373","b5bcbaa0-b97e-4c09-9184-e7727aa7419b","PHYSICAL","shop","gran-ballon-by-xerjoff","Gran Ballo by Xerjoff","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes:</span></strong><span>&nbsp;Red Berries and Tangerine.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Gardenia, Jasmine and Honey.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Caramel, Vanilla, Amber and Sandalwood.</span></p>","SQ4285123","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/xerjoff, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/b0fde179-701a-49e2-84f1-ae6e621fbd40/image_Pippit_202506301816+%2838%29.jfif"
"","8e4573ee-1001-4fdd-87cc-262c8c8ee895","","","","","","SQ2727718","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","3357561f-4bd4-4285-93af-b6db42aed06b","","","","","","SQ7348250","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","542b8669-2fee-4d7a-94b6-4b1f780aad38","","","","","","SQ5746029","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d8431d473b5539fc1647a","5054d4b1-c248-441c-a0af-4d4633d0103a","PHYSICAL","shop","pegasus-by-parfums-de-marly","Pegasus by Parfums de Marly","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Heliotrope, Cumin and Bergamot.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Bitter Almond, Lavender and Jasmine.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Vanilla, Sandalwood and Amber.</span></p>","SQ2947849","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/parfums-de-marly, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/e3f81c51-c634-43d6-a01d-d44bc9cd940d/image_Pippit_202507021156+-+2025-07-06T123201.154.jpeg"
"","b6a45402-25af-4a24-9a8c-6beec61869fc","","","","","","SQ1419286","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9d4cbef1-c8f8-4fd7-8f2a-8d186c0f8044","","","","","","SQ6748076","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","9b41e391-3888-45bb-b6b9-2e01444ed9ca","","","","","","SQ0237989","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d843264f4dd59c05cc891","74d74820-e513-4ef0-b736-b8118fcfd147","PHYSICAL","shop","city-of-stars-by-louis-vuitton","City Of Stars by Louis Vuitton","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Lime, Blood Orange, Blood Mandarin, Lemon and Bergamot.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Note: </span></strong><span>Tiare Flower.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Powdery Notes, Musk and Sandalwood.</span></p>","SQ1372634","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /louis-vuitton, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c2721c9a-fd64-4681-b859-e7c8ee3247ca/image_Pippit_202507021156+-+2025-07-05T172746.128.jpeg"
"","a099a0ee-ed52-4e9a-982d-16354f96fa9d","","","","","","SQ8684130","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","73ef7547-a377-4187-9a39-00ef68f4d6ae","","","","","","SQ7499023","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","d5fe38b4-ddf2-4131-9d54-7945d32dd7c0","","","","","","SQ2218215","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d84331ef4b52dec08dce2","db9c2f59-45e4-4986-9616-8e9978d5a518","PHYSICAL","shop","california-dream-by-louis-vuitton","California Dream by Louis Vuitton","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Fragrance Notes:</span></strong><span> Mandarin Orange, Musk, Pear, Ambrette (Musk Mallow) and Benzoin.</span></p>","SQ4506086","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /louis-vuitton, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/3014c021-4058-49be-b4c9-3f9d1d14a2a2/image_Pippit_202507021156+-+2025-07-05T172535.654.jpeg"
"","7132e441-13f9-4f1c-9a54-c679661d3035","","","","","","SQ2062790","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c3355d9a-08d4-404d-9c4f-180ee9aeb9dc","","","","","","SQ3919683","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","45cd8443-8e33-4b52-9713-2cbcec7ab92b","","","","","","SQ4090476","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d843564f4dd59c05cc893","bebf0363-a1bf-4711-bbc5-6634ab96b293","PHYSICAL","shop","imagination-by-louis-vuitton","Imagination by Louis Vuitton","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Citron, Calabrian Bergamot and Sicilian Orange.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Tunisian Neroli, Nigerian Ginger and Ceylon Cinnamon.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Chinese Black Tea, Ambroxan, Guaiac Wood and Olibanum.</span></p>","SQ5478143","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/louis-vuitton, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c3b6835f-1cbb-40cc-9daf-87d8f44ff972/image_Pippit_202506301816+%2840%29.jfif"
"","c3c886b8-00a4-4027-942a-48fcb452cb2b","","","","","","SQ9414592","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c86d39ba-0435-4ab3-a125-c3a1dfe10028","","","","","","SQ6749206","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5f38cbc9-f86e-4a2b-a7eb-99473ab063ff","","","","","","SQ1004346","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d8436d473b5539fc1647c","93f75c2d-5818-41af-8b49-f1aeb85cd08b","PHYSICAL","shop","pacific-chill-by-louis-vuitton","Pacific Chill by Louis Vuitton","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Citron, Orange, Mint, Lemon, Black Currant and Coriander.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Apricot, Basil, Carrot Seeds and May Rose.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Fig, Dates and Ambrette.</span></p>","SQ9757075","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /louis-vuitton, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/fb92c67e-b591-4654-b575-a5c3787c0ba3/image_Pippit_202507021156+-+2025-07-05T172316.996.jpeg"
"","49d8b781-62a9-4219-87db-c9a3cebd20b8","","","","","","SQ3470557","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","8fe58c96-d128-4b8c-836a-7015a5d9efe1","","","","","","SQ1492805","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7c85f3d2-99df-46a9-85b2-e321a44e8283","","","","","","SQ2027103","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d84380a63794fee8bf378","c26a2a36-a29c-4caf-963e-06fd2106f887","PHYSICAL","shop","afternoon-swim-by-louis-vuitton","Afternoon Swim by Louis Vuitton","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Fragrance Notes: </span></strong><span>Mandarin Orange, Sicilian Orange, Bergamot, Ambergris and Ginger.</span></p>","SQ3017038","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/louis-vuitton, /men","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/e8fb188f-27bc-41cc-b4f9-c24a0e9059f5/image_Pippit_202506301816+%2841%29.jfif"
"","ff0f8595-6049-4e93-8321-1866f6276b80","","","","","","SQ6083228","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","38b266b2-ceda-4506-a1f0-a299d2e8564f","","","","","","SQ9223377","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","6ed87b80-d9b3-4780-b263-c2b566db682c","","","","","","SQ5229518","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d84391ef4b52dec08dce8","4be3c5eb-4c3e-4a2e-b905-cb5375b0a796","PHYSICAL","shop","ombre-nomade-by-louis-vuitton","Ombre Nomade by Louis Vuitton","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Fragrance Notes: </span></strong><span>Agarwood (Oud), Incense, Rose, Raspberry, Saffron, Amberwood, Birch, Benzoin and Geranium.</span></p>","SQ6204787","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /louis-vuitton, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/c92f5d01-6d72-456b-8c88-d5c1f82d188d/image_Pippit_202507021156+-+2025-07-05T172108.150.jpeg"
"","d543df11-be5a-4b3b-80a7-15d20e83b9d5","","","","","","SQ5667093","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","75f529af-f34e-426a-bf67-13abf8f81fea","","","","","","SQ0626027","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f21456c9-5160-41f8-8a16-92b8b1fc32ec","","","","","","SQ4066557","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d843bd473b5539fc16480","ebaba780-4e71-472a-be80-e309d80157d0","PHYSICAL","shop","dubai-ruby-by-bond-no-9","Dubai Ruby by Bond No 9","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes</span></strong><span>: Saffron, Bergamot and Artemisia.</span></p><p class=""Default"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes</span></strong><span>: Rose, Geranium and Magnolia.</span></p><p class=""Default"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes</span></strong><span>: Civet, Sandalwood, Myrrh, Amber and Cypriol Oil.</span></p>","SQ5623048","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /men, /bond-no-9, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/2e39f767-9908-45ab-b7ee-341c96f54be3/image_Pippit_202507021156+-+2025-07-05T173447.718.jpeg"
"","4919bd31-553b-4c37-9bbe-2595fc6e8b9e","","","","","","SQ8070594","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","c16a48e8-2e64-49d7-9429-fb3c516d763b","","","","","","SQ5001555","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","f5461010-b4ba-4642-9b99-7a4c14c170a6","","","","","","SQ2147216","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d843c0a63794fee8bf37f","d03dc2c0-2cfe-4793-9ed1-8e6f91c5bcb2","PHYSICAL","shop","new-york-nights-by-bond-no-9","New York Nights by Bond No 9","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes:</span></strong><span>&nbsp;Gardenia, Carnation and Jasmine.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Patchouli, Flowers, Sandalwood and Sea Notes.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Caramel and Coffee.</span></p>","SQ5608968","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /men, /bond-no-9, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/f22ed5ee-e24e-44bc-a7e0-6d4dee869cb4/image_Pippit_202507021156+%2844%29.jpeg"
"","a2e03c59-0dab-41da-9567-d088bace2a7d","","","","","","SQ5472770","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","cbcdd1b3-50a0-4ec9-972f-ed13022b6c83","","","","","","SQ0988229","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","5a2e22e2-f6a3-415a-a68a-d0ef0c71356e","","","","","","SQ9347727","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d843d64f4dd59c05cc897","5b3e7db7-375a-4a20-ae16-b9aff3a1c853","PHYSICAL","shop","soleil-neige-by-tom-ford","Soleil Neige by Tom Ford","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Bergamot and Carrot Seeds.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>White Flowers, Orange Blossom, Jasmine, Rose and Turkish Rose.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Benzoin, Vanilla and Labdanum.</span></p>","SQ0518319","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /tom-ford, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/339a91fa-fee3-406c-998b-4a45d08f9b00/image_Pippit_202507021156+-+2025-07-05T173701.434.jpeg"
"","5626466a-ba55-4c96-9d63-53e946be723f","","","","","","SQ3793106","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","93116e73-b2b4-41a0-a501-647c5254c790","","","","","","SQ6298118","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","852f2ad8-880d-4cfd-ad7e-2adaaff04122","","","","","","SQ2645745","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d843f1ef4b52dec08dced","1e719c61-52cb-4742-9ba0-109c3b3cf5a0","PHYSICAL","shop","vanilla-sex-by-tom-ford","Vanilla Sex by Tom Ford","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Note: </span></strong><span>Bitter Almond.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Vanilla and Floral Notes.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Vanilla Absolute, Ultravanil, Tonka Bean and Sandalwood.</span></p>","SQ4110759","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /tom-ford, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/a7fd12e4-dd4c-4e8a-847d-22e8989a26e0/image_Pippit_202507021156+-+2025-07-06T115704.120.jpeg"
"","003e4219-7f21-40f6-a1d3-4c993f74a4d3","","","","","","SQ6544303","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","02667505-cf13-402b-bc41-154a12d00179","","","","","","SQ0977484","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","e64a9b6b-7b34-44a9-9a05-5ec28ea067fd","","","","","","SQ4230113","Product Type","Body Lotion","Size","150ml","","","","","","","","","29.99","29.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"684d844064f4dd59c05cc89a","30343acf-049c-4979-b564-9d48a843b81a","PHYSICAL","shop","bitter-peach-by-tom-ford","Bitter Peach by Tom Ford","<p style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Top Notes: </span></strong><span>Peach, Blood Orange, Cardamom and Heliotrope.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Middle Notes: </span></strong><span>Rum, Cognac, Davana and Jasmine.</span></p><p class=""MsoNormal"" style=""white-space:pre-wrap;"" data-rte-preserve-empty=""true""><strong><span>Base Notes: </span></strong><span>Vanilla, Indonesian Patchouli Leaf, Tonka Bean, Sandalwood, Benzoin, Cashmeran, Styrax, Labdanum and Vetiver.</span></p>","SQ0599187","Product Type","Perfume","Size","50ml","","","","","","","","","29.99","29.99","No","Unlimited","/niche, /tom-ford, /men, /women","","0.0","0.0","0.0","0.0","Yes","https://images.squarespace-cdn.com/content/v1/66901f0f8865462c0ac066ba/6932dabb-3d54-4034-8b72-29dd2927cf2e/image_Pippit_202507021156+%2832%29.jpeg"
"","968084d8-b882-4a30-b9b7-e7717996f9de","","","","","","SQ2229280","Product Type","Perfume","Size","100ml","","","","","","","","","49.99","49.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
"","7c32d8bc-4e98-4286-9fdd-9bf2ce00edd6","","","","","","SQ1954751","Product Type","Essence Oil","Size","10ml","","","","","","","","","19.99","19.99","No","Unlimited","","","0.0","0.0","0.0","0.0","",""
